Gene_Name	LoF_FDR_ExAC
CT45A6	N/A
CT47A1	N/A
CT47A10	N/A
CT47A11	N/A
CT47A12	N/A
CT47A2	N/A
CT47A3	N/A
CT47A4	N/A
CT47A5	N/A
CT47A6	N/A
CT47A7	N/A
CT47A8	N/A
CT47A9	N/A
CT47B1	0.1356598
CT62	0.7695521
CTAG1A	N/A
CTAG1B	N/A
CTAG2	0.9341681
CTAGE1	0.1583339
CTAGE15	N/A
CTAGE4	N/A
CTAGE5	8.19747E-06
CTAGE6	0.8707691
CTAGE8	N/A
CTAGE9	N/A
CTB-186H2.3	0.8025141
CTBP1	0.02065228
CTBP2	0.000933891
CTBS	0.967499
CTC1	0.002312118
CTC-260F20.3	0.9618261
CTC-349C3.1	0.8922196
CTC-360G5.1	0.5649119
CTC-432M15.3	7.70469E-10
CTC-435M10.3	0.885703
CTCF	0.001200503
CTCFL	0.000642292
CTD-2116N17.1	0.001819709
CTD-2140B24.4	0.3403548
CTD-2215E18.1	0.9875279
CTD-2267D19.3	0.6819167
CTD-3074O7.11	0.290826
CTDNEP1	0.0271428
CTDP1	0.004377925
CTDSP1	0.01956633
CTDSP2	0.3571615
CTDSPL	0.6265507
CTDSPL2	0.000786807
CTF1	0.9925033
CTGF	0.6250186
CTH	0.2879624
CTHRC1	0.6638076
CTIF	0.000247612
CTLA4	0.2772506
CTNNA1	0.000905954
CTNNA2	3.60419E-05
CTNNA3	0.01191645
CTNNAL1	0.2516762
CTNNB1	0.000241822
CTNNBIP1	0.7118435
CTNNBL1	0.02238515
CTNND1	0.000042671
CTNND2	6.95402E-10
CTNS	0.1459249
CTPS1	0.02982448
CTPS2	0.1968711
CTR9	4.62758E-08
CTRB1	0.9513914
CTRB2	0.3968651
CTRC	0.8764616
CTRL	0.6673312
CTSA	0.4566367
CTSB	N/A
CTSC	0.2443158
CTSD	0.2787327
CTSE	0.6289446
CTSF	0.9974335
CTSG	0.1892889
CTSH	0.5721542
CTSK	0.6095952
CTSL1	0.2794601
CTSL2	0.7353554
CTSO	0.9133637
CTSS	0.09299636
CTSW	0.6080723
CTSZ	1
CTTN	0.00509079
CTTNBP2	0.000868795
CTTNBP2NL	0.0243549
CTU1	0.9335882
CTU2	0.3558334
CTXN1	0.9778728
CTXN2	N/A
CTXN3	0.2984076
CUBN	3.47326E-05
CUEDC1	0.671817
CUEDC2	0.3278891
CUL1	0.000933891
CUL2	4.88091E-08
CUL3	0.02745204
CUL4A	0.000261201
CUL4B	0.000441488
CUL5	2.49346E-05
CUL7	0.03267774
CUL9	2.36529E-09
CUTA	0.9621058
CUTC	0.2253629
CUX1	8.18079E-06
CUX2	1.47009E-05
CUZD1	0.2498831
CWC15	0.1104521
CWC22	8.80689E-05
CWC25	0.1060863
CWC27	0.3822709
CWF19L1	0.6310514
CWF19L2	0.1383726
CWH43	0.6469104
CX3CL1	0.001839873
CX3CR1	0.4244052
CXADR	0.06279989
CXCL1	0.5086785
CXCL10	0.1649867
CXCL11	0.3267265
CXCL12	0.4299816
CXCL13	0.2162589
CXCL14	0.9573973
CXCL16	0.5366978
CXCL17	0.5504598
CXCL2	0.9908308
CXCL3	0.9194804
CXCL5	0.9853321
CXCL6	0.9944388
CXCL9	0.6764098
CXCR1	0.7784151
CXCR2	0.1477728
CXCR3	0.5156583
CXCR4	0.3096194
CXCR5	0.4723608
CXCR6	0.9061735
CXCR7	0.2566045
CXorf1	0.8058454
CXorf21	0.4313391
CXorf22	0.000316893
CXorf23	0.005172626
CXorf26	0.07522282
CXorf27	0.60057
CXorf30	N/A
CXorf36	0.584968
CXorf38	0.7008931
CXorf40A	0.6769571
CXorf40B	0.4041423
CXorf48	0.1252424
CXorf56	0.2926818
CXorf57	0.04407208
CXorf58	0.518288
CXorf59	0.02950638
CXorf61	0.6581628
CXorf64	N/A
CXorf65	0.0180015
CXorf66	0.6265507
CXorf67	0.004250417
CXorf68	N/A
CXorf69	N/A
CXXC1	0.001681385
CXXC11	0.7932984
CXXC4	N/A
CXXC5	0.1361018
CYB561	0.09535207
CYB561D1	0.6671681
CYB561D2	0.4049879
CYB5A	0.5020504
CYB5B	0.2506631
CYB5D1	0.9736667
CYB5D2	0.8353202
CYB5R1	0.7410209
CYB5R2	0.4180686
CYB5R3	0.04801397
CYB5R4	0.1506998
CYB5RL	0.446576
CYBA	0.9083462
CYBASC3	0.4484839
CYBB	0.000203873
CYBRD1	0.147965
CYC1	0.004062295
CYCS	0.4098221
CYFIP1	1.94196E-05
CYFIP2	2.1759E-06
CYGB	0.3796953
CYHR1	0.8637593
CYLC1	0.005305728
CYLC2	0.670588
CYLD	0.000900112
CYorf17	N/A
CYP11A1	0.7786481
CYP11B1	0.1085928
CYP11B2	0.9813652
CYP17A1	0.1260681
CYP19A1	0.1464966
CYP1A1	0.6670551
CYP1A2	0.8534094
CYP1B1	0.7910712
CYP20A1	0.7658379
CYP21A2	0.4407283
CYP24A1	0.7907527
CYP26A1	0.6169458
CYP26B1	0.01417178
CYP26C1	0.6048063
CYP27A1	0.8360988
CYP27B1	0.7128886
CYP27C1	0.4823498
CYP2A13	0.2760746
CYP2A6	0.6672897
CYP2A7	0.9166529
CYP2B6	0.2131731
CYP2C18	0.608813
CYP2C19	0.7048272
CYP2C8	0.7201635
CYP2C9	0.598493
CYP2D6	0.8623774
CYP2E1	0.04923482
CYP2F1	0.8397099
CYP2J2	0.9513914
CYP2R1	0.7508013
CYP2S1	0.4756435
CYP2U1	0.2966422
CYP2W1	0.4604065
CYP39A1	0.7793261
CYP3A4	0.4943599
CYP3A43	0.5209304
CYP3A5	0.8960062
CYP3A7	0.5809973
CYP46A1	0.164253
CYP4A11	0.9665924
CYP4A22	0.7291258
CYP4B1	0.8369527
CYP4F11	0.8465397
CYP4F12	0.6427308
CYP4F2	0.8839197
CYP4F22	0.2852328
CYP4F3	0.9864834
CYP4V2	0.2126305
CYP4X1	0.5931121
CYP4Z1	0.6846833
CYP51A1	0.574248
CYP7A1	0.1637126
CYP7B1	0.4147737
CYP8B1	0.3855424
CYR61	0.02339617
CYS1	1
CYSLTR1	0.7772841
CYSLTR2	0.8399706
CYSTM1	0.3362752
CYTH1	0.001228067
CYTH2	0.02084381
CYTH3	0.1056302
CYTH4	0.03192477
CYTIP	0.04753546
CYTL1	0.9241192
CYYR1	0.4062529
D2HGDH	0.5737283
D4S234E	0.8170992
DAAM1	5.47272E-09
DAAM2	7.96061E-07
DAB1	0.000711792
DAB2	5.73126E-05
DAB2IP	5.36585E-06
DACH1	0.007428968
DACH2	0.01847755
DACT1	0.005748146
DACT2	N/A
DACT3	N/A
DAD1	0.6882044
DAG1	0.000930864
DAGLA	0.008918322
DAGLB	0.1301311
DAK	0.7810993
DALRD3	0.7978801
DAND5	0.7406468
DAO	0.9694974
DAOA	0.2012895
DAP	0.9554902
DAP3	0.4165928
DAPK1	1.10253E-06
DAPK2	0.6130391
DAPK3	0.4604065
DAPL1	0.8723392
DAPP1	0.2584096
DARC	0.7570852
DARS	0.04465198
DARS2	0.384292
DAXX	0.003539102
DAZ1	N/A
DAZ2	N/A
DAZ3	N/A
DAZ4	N/A
DAZAP1	0.000310792
DAZAP2	0.2235123
DAZL	0.005734541
DBC1	8.62033E-05
DBF4	2.26117E-06
DBF4B	0.5071895
DBH	0.2258394
DBI	0.91969
DBN1	0.000431945
DBNDD1	0.7591862
DBNDD2	0.3560796
DBNL	0.1466732
DBP	0.3248812
DBR1	0.4519468
DBT	0.431942
DBX1	0.281511
DBX2	0.9950818
DCAF10	0.05145394
DCAF11	0.01419334
DCAF12	0.3510539
DCAF12L1	0.1399158
DCAF12L2	0.4119416
DCAF13	0.01837349
DCAF15	0.001044278
DCAF16	0.4506106
DCAF17	0.4108373
DCAF4	0.09213303
DCAF4L1	0.03455255
DCAF4L2	0.2512722
DCAF5	1.56872E-07
DCAF6	3.21845E-07
DCAF7	0.2719216
DCAF8	0.000147622
DCAF8L1	0.03909401
DCAF8L2	0.06379622
DCAKD	0.6471729
DCBLD1	0.2530063
DCBLD2	0.136459
DCC	1.87529E-14
DCD	0.6062689
DCDC1	0.2787327
DCDC2	0.689404
DCDC2B	0.5763014
DCHS1	2.2843E-12
DCHS2	0.4459372
DCK	0.04925899
DCLK1	0.05351172
DCLK2	0.002823921
DCLK3	0.01066926
DCLRE1A	0.09937719
DCLRE1B	0.02906508
DCLRE1C	0.001250985
DCN	0.02478797
DCP1A	0.000254167
DCP1B	0.4446822
DCP2	0.000764902
DCPS	0.381188
DCST1	0.8649336
DCST2	0.1190975
DCSTAMP	0.1997771
DCT	0.5063188
DCTD	0.9782832
DCTN1	1.33765E-05
DCTN2	0.001115877
DCTN3	0.5521594
DCTN4	0.000581351
DCTN5	0.7772925
DCTN6	0.3322669
DCTPP1	0.2536712
DCUN1D1	0.006841884
DCUN1D2	0.7621174
DCUN1D3	0.03306217
DCUN1D4	0.05985883
DCUN1D5	0.02196945
DCX	0.1514376
DCXR	0.9490887
DDA1	0.1447851
DDAH1	0.4188929
DDAH2	0.2366284
DDB1	1.36979E-05
DDB2	0.2486698
DDC	0.4448379
DDHD1	0.000903565
DDHD2	0.1549011
DDI1	0.7563593
DDI2	0.0428955
DDIT3	0.05454393
DDIT4	0.4917855
DDIT4L	0.6955023
DDN	0.001295951
DDO	0.5693872
DDOST	0.1273632
DDR1	0.05156873
DDR2	6.04679E-05
DDRGK1	0.4917447
DDT	0.5844497
DDTL	0.4675999
DDX1	1.60175E-05
DDX10	0.2118306
DDX11	N/A
DDX17	N/A
DDX18	0.00044061
DDX19A	0.04504621
DDX19B	0.5337753
DDX20	0.4840256
DDX21	3.24514E-05
DDX23	0.000652162
DDX24	0.000215901
DDX25	0.6563111
DDX26B	5.29187E-06
DDX27	0.002092037
DDX28	0.0929583
DDX31	0.08474642
DDX39A	0.1083974
DDX39B	0.02643578
DDX3X	0.009887263
DDX3Y	0.2145831
DDX4	6.03965E-06
DDX41	0.2063872
DDX42	8.95286E-08
DDX43	0.1230695
DDX46	6.80227E-06
DDX47	0.4859701
DDX49	0.9208803
DDX5	5.22921E-05
DDX50	0.01941769
DDX51	0.7226732
DDX52	0.4102632
DDX53	0.002097638
DDX54	0.103439
DDX55	0.3765898
DDX56	0.3424031
DDX58	0.5578791
DDX59	0.09200482
DDX6	0.000441926
DDX60	0.000470936
DDX60L	0.3581141
DEAF1	0.7321623
DEC1	0.9478769
DECR1	0.6345659
DECR2	0.9698849
DEDD	0.05357707
DEDD2	0.3186611
DEF6	0.02175819
DEF8	0.008409693
DEFA1	N/A
DEFA1B	N/A
DEFA3	N/A
DEFA4	0.1331702
DEFA5	0.7871193
DEFA6	0.719544
DEFB1	0.8627746
DEFB103A	N/A
DEFB103B	N/A
DEFB104A	N/A
DEFB104B	N/A
DEFB105A	N/A
DEFB105B	N/A
DEFB106A	N/A
DEFB106B	N/A
DEFB107A	N/A
DEFB107B	N/A
DEFB108B	0.9685551
DEFB110	0.6845378
DEFB112	0.6607868
DEFB113	0.9405793
DEFB114	0.6528398
DEFB115	0.5310476
DEFB116	0.5471998
DEFB118	0.3354809
DEFB119	0.6655127
DEFB121	0.759662
DEFB123	0.8739192
DEFB124	0.7364339
DEFB125	0.5861207
DEFB126	0.9703561
DEFB127	0.9992044
DEFB128	0.2394157
DEFB129	0.8523977
DEFB130	N/A
DEFB131	0.3887569
DEFB132	0.8648436
DEFB134	0.5482606
DEFB135	0.9799253
DEFB136	0.8052466
DEFB4A	N/A
DEFB4B	N/A
DEGS1	0.03752366
DEGS2	0.7917444
DEK	0.06890668
DEM1	0.6760526
DENND1A	0.000179338
DENND1B	0.003344567
DENND1C	0.01724308
DENND2A	1.30521E-05
DENND2C	0.02267798
DENND2D	0.348769
DENND3	0.008007521
DENND4A	0.001022103
DENND4B	2.81139E-08
DENND4C	2.05888E-09
DENND5A	5.92703E-06
DENND5B	1.55971E-06
DENR	0.06232874
DEPDC1	0.1135147
DEPDC1B	0.1385943
DEPDC4	0.9791978
DEPDC5	1.28983E-11
DEPDC7	0.3734415
DEPTOR	0.3702561
DERA	0.1289942
DERL1	0.2066962
DERL2	0.02393306
DERL3	0.7952143
DES	0.6372154
DESI1	0.504386
DESI2	0.1012564
DET1	0.003159463
DEXI	0.7963895
DFFA	0.7609359
DFFB	0.7535715
DFNA5	0.3044893
DFNB31	0.127668
DFNB59	0.3230356
DGAT1	0.9612775
DGAT2	0.7828837
DGAT2L6	0.7466134
DGCR14	0.6169458
DGCR2	0.3994289
DGCR6	0.8565141
DGCR6L	0.1634948
DGCR8	1.00624E-05
DGKA	0.000106087
DGKB	0.000181883
DGKD	0.00005853
DGKE	0.1609987
DGKG	0.05061741
DGKH	9.57397E-05
DGKI	0.009416848
DGKQ	0.03722328
DGKZ	7.35187E-05
DGUOK	0.03574185
DHCR24	0.007175007
DHCR7	0.7905859
DHDDS	0.03061388
DHDH	0.8292512
DHFR	0.5510111
DHFRL1	0.3480316
DHH	0.6137475
DHODH	0.2480917
DHPS	0.3603039
DHRS1	0.9870199
DHRS11	0.5043565
DHRS12	0.5050749
DHRS13	0.8518157
DHRS2	0.6517229
DHRS3	0.236493
DHRS4	0.4053004
DHRS4L2	0.06471766
DHRS7	0.5123272
DHRS7B	0.9194686
DHRS7C	0.9542983
DHRS9	0.9276671
DHRSX	0.5427895
DHTKD1	0.5530517
DHX15	7.52571E-06
DHX16	0.07441075
DHX29	5.20046E-05
DHX30	1.01683E-07
DHX32	0.44752
DHX33	0.03157031
DHX34	0.09842016
DHX35	0.2122111
DHX36	7.79659E-07
DHX37	5.34958E-05
DHX38	0.02765626
DHX40	0.01082118
DHX57	4.55529E-06
DHX58	0.7043199
DHX8	0.001428691
DHX9	6.81192E-09
DIABLO	0.3034929
DIAPH1	0.001134071
DIAPH2	8.04688E-06
DIAPH3	0.1462025
DICER1	7.05295E-09
DIDO1	9.68939E-11
DIEXF	0.003843928
DIMT1	0.5922931
DIO1	0.1397347
DIO2	0.2236509
DIO3	0.2224131
DIP2A	0.000206417
DIP2B	3.806E-08
DIP2C	2.10626E-09
DIRAS1	0.4701022
DIRAS2	0.5771439
DIRAS3	0.9005492
DIRC1	0.9402583
DIRC2	0.8562433
DIS3	0.2203111
DIS3L	0.2538485
DIS3L2	9.91336E-05
DISC1	0.02637645
DISP1	0.01939007
DISP2	0.02308907
DIXDC1	0.1039463
DKC1	0.001371196
DKFZP761J1410	0.005860635
DKK1	0.4819271
DKK2	0.02348012
DKK3	0.7621174
DKK4	0.2704376
DKKL1	0.7048201
DLAT	0.4004203
DLC1	6.24534E-12
DLD	0.004354919
DLEC1	0.07149041
DLEU7	0.9772434
DLG1	1.4317E-07
DLG2	2.30525E-05
DLG3	0.000155958
DLG4	0.008391847
DLG5	1.01341E-09
DLGAP1	0.000809144
DLGAP2	1.42445E-05
DLGAP3	4.50258E-05
DLGAP4	0.000729126
DLGAP5	0.002046432
DLK1	0.1699572
DLK2	0.09818887
DLL1	9.24664E-05
DLL3	0.9604199
DLL4	0.002987065
DLST	0.002823921
DLX1	0.09185287
DLX2	0.1764771
DLX3	0.7336458
DLX4	0.8021772
DLX5	0.146795
DLX6	0.1035794
DMAP1	0.09701329
DMBT1	0.06914499
DMBX1	0.0223346
DMC1	0.09214927
DMD	9.26139E-33
DMGDH	0.7985312
DMKN	0.607576
DMP1	0.4407283
DMPK	0.159061
DMRT1	0.08294365
DMRT2	0.01881527
DMRT3	0.2973792
DMRTA1	0.6385334
DMRTA2	N/A
DMRTB1	0.2594844
DMRTC1	N/A
DMRTC1B	N/A
DMRTC2	0.01337196
DMTF1	0.000472822
DMWD	0.7126869
DMXL1	3.08979E-21
DMXL2	7.03198E-22
DNA2	0.1103946
DNAAF1	0.04568845
DNAAF2	0.9243059
DNAAF3	0.7120965
DNAH1	2.11117E-07
DNAH10	0.004275239
DNAH10OS	0.9716714
DNAH11	N/A
DNAH12	0.1441449
DNAH14	0.812
DNAH17-AS1	0.546744
DNAH2	2.07022E-07
DNAH3	0.09877385
DNAH5	3.59015E-06
DNAH6	0.1476871
DNAH7	0.000162919
DNAH8	7.59361E-05
DNAH9	0.001093015
DNAI1	0.0606072
DNAI2	0.805379
DNAJA1	0.04492452
DNAJA2	0.006607905
DNAJA3	0.008065405
DNAJA4	0.5386073
DNAJB1	0.04243376
DNAJB11	0.02093672
DNAJB12	0.1535179
DNAJB13	0.08319808
DNAJB14	0.005687601
DNAJB2	0.6960948
DNAJB4	0.009350649
DNAJB5	0.2391091
DNAJB6	0.009817044
DNAJB7	1
DNAJB8	0.6807832
DNAJB9	0.04472717
DNAJC1	0.6761086
DNAJC10	0.000738377
DNAJC11	2.42745E-07
DNAJC12	0.6529414
DNAJC13	6.45393E-18
DNAJC14	1.54271E-07
DNAJC15	0.969437
DNAJC16	0.01502005
DNAJC17	0.2574582
DNAJC18	0.09337021
DNAJC19	0.5467538
DNAJC2	6.53292E-05
DNAJC21	0.04090101
DNAJC22	0.7977491
DNAJC24	0.9951562
DNAJC25	0.6962308
DNAJC25-GNG10	1
DNAJC27	0.2827913
DNAJC28	0.416754
DNAJC3	0.001266175
DNAJC30	0.7556365
DNAJC4	0.7687878
DNAJC5	0.1218636
DNAJC5B	0.5748061
DNAJC5G	0.7688389
DNAJC6	7.92723E-06
DNAJC7	1.61422E-05
DNAJC8	0.1520261
DNAJC9	0.1447851
DNAL1	0.7993586
DNAL4	0.5012588
DNALI1	0.8770163
DNASE1	0.854981
DNASE1L1	0.4123178
DNASE1L2	0.9636875
DNASE1L3	0.1677188
DNASE2	0.2239392
DNASE2B	0.9201598
DND1	0.2173074
DNER	0.002074132
DNHD1	0.1678447
DNLZ	0.8952725
DNM1	0.01049831
DNM1L	0.06751334
DNM2	6.87296E-06
DNM3	0.01730181
DNMBP	0.005314235
DNMT1	3.89926E-10
DNMT3A	1
DNMT3B	4.44895E-07
DNMT3L	0.5099917
DNPEP	0.3932492
DNTT	0.0950297
DNTTIP1	0.1868572
DNTTIP2	0.02511708
DOC2A	0.2588227
DOC2B	0.8282665
DOCK1	3.40046E-09
DOCK10	3.07183E-07
DOCK11	1.53594E-06
DOCK2	3.32671E-10
DOCK3	1.57627E-11
DOCK4	1.38658E-10
DOCK5	4.97231E-09
DOCK6	0.2689456
DOCK7	8.49788E-09
DOCK8	2.34239E-09
DOCK9	1.10472E-11
DOHH	0.7559028
DOK1	0.2096015
DOK2	0.6400332
DOK3	0.3528376
DOK4	0.1855164
DOK5	0.1600083
DOK6	0.05360097
DOK7	0.06516249
DOLK	0.09857961
DOLPP1	0.2257985
DOM3Z	0.9876157
DONSON	0.4066126
DOPEY1	5.80794E-13
DOPEY2	0.000195544
DOT1L	4.98111E-08
DPAGT1	0.7535715
DPCD	0.6638558
DPCR1	0.2456479
DPEP1	0.2510771
DPEP2	0.7311645
DPEP3	0.8818172
DPF1	0.006851975
DPF2	3.90591E-05
DPF3	0.006109523
DPH1	0.7523768
DPH2	0.0578104
DPH3	0.8395419
DPH5	0.2829665
DPM1	0.02073849
DPM2	0.8525147
DPM3	0.5487314
DPP10	6.97477E-09
DPP3	0.4483656
DPP4	0.2185018
DPP6	0.000616645
DPP7	0.9678229
DPP8	8.27621E-06
DPP9	1.96746E-05
DPPA2	0.8360988
DPPA3	0.3085461
DPPA4	0.2827103
DPPA5	0.9520457
DPRX	0.8648835
DPT	0.6465109
DPY19L1	0.01823626
DPY19L2	0.1759836
DPY19L3	0.004023727
DPY19L4	0.6081063
DPY30	0.5674617
DPYD	0.02845333
DPYS	0.8639223
DPYSL2	0.01033625
DPYSL3	0.002887767
DPYSL4	0.3927343
DPYSL5	0.000999509
DQX1	0.7142294
DR1	0.1284897
DRAM1	0.6671611
DRAM2	0.4255899
DRAP1	0.4602088
DRD1	0.02290383
DRD2	0.09449555
DRD3	0.3650324
DRD4	0.9910996
DRD5	1
DRG1	0.04981517
DRG2	0.1095751
DRGX	0.1802156
DROSHA	9.58017E-06
DRP2	0.05122702
DSC1	0.02913885
DSC2	0.01576841
DSC3	0.9248544
DSCAM	6.68004E-15
DSCAML1	8.43925E-10
DSCC1	0.3772388
DSCR3	0.201692
DSCR4	0.9480542
DSCR6	0.9808921
DSE	0.002038036
DSEL	0.009131329
DSG1	3.41499E-07
DSG2	0.01379813
DSG3	0.4165928
DSG4	0.001991695
DSN1	0.7630829
DSP	1.20424E-15
DSPP	0.4967438
DST	2.57331E-37
DSTN	0.1783165
DSTYK	0.003167536
DTD1	0.3087222
DTHD1	N/A
DTL	0.0238176
DTNA	0.000670981
DTNB	0.003925993
DTNBP1	0.5875637
DTWD1	0.5611073
DTWD2	0.6692056
DTX1	0.8800999
DTX2	0.1578825
DTX3	0.05919216
DTX3L	0.1929628
DTX4	0.01227405
DTYMK	0.290826
DUOX1	0.2189036
DUOX2	0.984339
DUOXA1	0.3215758
DUOXA2	0.9856874
DUPD1	0.9993496
DUS1L	0.375411
DUS2L	0.06990632
DUS3L	0.8852949
DUS4L	0.7506537
DUSP1	0.7273813
DUSP10	0.0504411
DUSP11	0.4037284
DUSP12	0.4611332
DUSP13	0.7903201
DUSP14	0.1512916
DUSP15	0.9412434
DUSP16	0.01919327
DUSP18	0.4555015
DUSP19	0.6867683
DUSP2	0.1740036
DUSP21	0.9919799
DUSP22	0.3654731
DUSP23	0.8164031
DUSP26	0.6755516
DUSP27	0.6835864
DUSP28	0.671784
DUSP3	0.1634456
DUSP4	0.3709477
DUSP5	0.5338691
DUSP6	0.05565904
DUSP7	0.6033888
DUSP8	0.4136559
DUSP9	0.2250523
DUT	0.6601696
DUX4	N/A
DUX4L3	N/A
DUX4L4	N/A
DUX4L7	N/A
DUXA	0.7181159
DVL1	0.004414132
DVL2	0.0251792
DVL3	0.004102917
DYDC1	0.6293301
DYDC2	0.5237326
DYM	0.1040803
DYNC1H1	8.03583E-22
DYNC1I1	0.08093429
DYNC1I2	0.6603405
DYNC1LI1	0.000766129
DYNC1LI2	0.0320404
DYNC2H1	5.56553E-13
DYNC2LI1	0.294657
DYNLL1	0.5247995
DYNLL2	0.4364377
DYNLRB1	0.1329423
DYNLRB2	0.1268213
DYNLT1	0.318639
DYNLT3	0.2694211
DYRK1A	1.63539E-05
DYRK1B	0.01177199
DYRK2	0.001847603
DYRK3	0.3851076
DYRK4	0.7903832
DYSF	0.003013806
DYTN	0.657288
DYX1C1	0.3758188
DZANK1	0.6702034
DZIP1	0.6633133
DZIP1L	0.9554902
DZIP3	0.01007108
E2F1	0.08771249
E2F2	0.007978696
E2F3	0.08121564
E2F4	0.1263406
E2F5	0.6547573
E2F6	0.06253628
E2F7	0.001547227
E2F8	1.44373E-06
E4F1	0.02093672
EAF1	0.4830828
EAF2	0.5674617
EAPP	0.5974115
EARS2	0.7303397
EBAG9	0.05681379
EBF1	0.00749586
EBF2	0.003852491
EBF3	0.007137049
EBF4	0.9266939
EBI3	0.3164704
EBLN1	0.998262
EBLN2	0.1452793
EBNA1BP2	0.7302825
EBP	0.07912535
EBPL	0.6471729
ECD	0.290826
ECE1	5.06942E-05
ECE2	0.7994255
ECEL1	0.09311101
ECH1	0.2631331
ECHDC1	0.6683753
ECHDC2	0.7456901
ECHDC3	0.9328517
ECHS1	0.1965714
ECI1	0.9879534
ECI2	0.9302903
ECM1	0.206778
ECM2	0.2152775
ECSIT	0.1583339
ECT2	0.01908757
ECT2L	0.9705851
EDA	0.08322573
EDA2R	0.1709906
EDAR	0.545145
EDARADD	0.4516025
EDC3	0.08430098
EDC4	0.000011225
EDDM3A	0.9844137
EDDM3B	0.3293762
EDEM1	0.8208118
EDEM2	0.2340309
EDEM3	0.000389047
EDF1	0.0929583
EDIL3	0.1558836
EDN1	0.312499
EDN2	0.4641873
EDN3	0.3142154
EDNRA	0.01271803
EDNRB	0.209621
EEA1	5.15903E-08
EED	0.001283711
EEF1A1	0.05428345
EEF1A2	0.1328259
EEF1B2	0.1849818
EEF1D	0.002997171
EEF1E1	0.1606484
EEF1G	0.001323021
EEF2	0.000733202
EEF2K	0.354039
EEFSEC	0.3968651
EEPD1	0.2945594
EFCAB1	0.4386229
EFCAB10	0.8490368
EFCAB11	0.3217585
EFCAB12	0.4491887
EFCAB13	0.9098686
EFCAB2	0.8185324
EFCAB3	0.06582157
EFCAB4A	0.5731568
EFCAB4B	0.2680247
EFCAB5	0.1598571
EFCAB6	0.2056602
EFCAB7	0.6779426
EFCAB9	N/A
EFEMP1	4.36716E-06
EFEMP2	0.1789388
EFHA1	0.8109912
EFHA2	0.4268971
EFHB	0.5454667
EFHC1	0.6597935
EFHC2	0.001377849
EFHD1	0.2446163
EFHD2	0.5569347
EFNA1	0.04614344
EFNA2	0.5546447
EFNA3	0.6700928
EFNA4	0.9250822
EFNA5	0.09991536
EFNB1	0.1039333
EFNB2	0.02586715
EFNB3	0.04923482
EFR3A	3.09715E-05
EFR3B	N/A
EFS	0.6309351
EFTUD1	0.000263304
EFTUD2	4.0384E-06
EGF	0.0320404
EGFL6	0.6515733
EGFL7	1
EGFL8	0.8984439
EGFLAM	0.04430095
EGFR	8.65727E-07
EGLN1	0.157286
EGLN2	0.1258655
EGLN3	0.9354005
EGR1	0.1718481
EGR2	0.2452005
EGR3	0.3418018
EGR4	0.6399099
EHBP1	7.1531E-10
EHBP1L1	0.03134924
EHD1	0.06598419
EHD2	0.1083481
EHD3	0.1751693
EHD4	0.4217119
EHF	0.002268158
EHHADH	0.5413466
EHMT1	8.54137E-12
EHMT2	0.02404548
EI24	0.008013344
EID1	0.2428025
EID2	0.3585567
EID2B	0.9098712
EID3	0.1374346
EIF1	0.4548361
EIF1AD	0.2589336
EIF1AX	0.337596
EIF1AY	N/A
EIF1B	0.7722924
EIF2A	0.104752
EIF2AK1	0.06378391
EIF2AK2	0.01235038
EIF2AK3	0.01230343
EIF2AK4	0.02189149
EIF2B1	0.2478997
EIF2B2	0.7590731
EIF2B3	0.03531241
EIF2B4	0.001537579
EIF2B5	4.50258E-05
EIF2C1	2.89634E-06
EIF2C2	0.00018674
EIF2C3	8.75714E-06
EIF2C4	0.002147406
EIF2D	0.2430952
EIF2S1	0.1220423
EIF2S2	0.1257598
EIF2S3	0.2956861
EIF2S3L	0.2111372
EIF3A	2.67799E-14
EIF3B	2.25722E-05
EIF3C	0.9140111
EIF3CL	N/A
EIF3D	0.005536878
EIF3E	0.113886
EIF3F	0.06023972
EIF3G	0.01338749
EIF3H	0.02832965
EIF3I	0.2848331
EIF3J	0.09727241
EIF3K	0.5338691
EIF3L	0.0108899
EIF3M	0.01164443
EIF4A1	0.000198012
EIF4A2	0.004289514
EIF4A3	0.002833476
EIF4B	4.7962E-07
EIF4E	0.03732888
EIF4E1B	0.2264461
EIF4E2	0.01612826
EIF4E3	0.9302038
EIF4EBP1	0.876236
EIF4EBP2	0.3362752
EIF4EBP3	0.8852921
EIF4ENIF1	2.362E-07
EIF4G1	2.53724E-16
EIF4G2	N/A
EIF4G3	4.37818E-12
EIF4H	0.08326155
EIF5	0.002366932
EIF5A	0.1445381
EIF5A2	0.5344939
EIF5AL1	N/A
EIF5B	8.60452E-06
EIF6	0.08569476
ELAC1	0.009509182
ELAC2	0.4693846
ELANE	0.07542973
ELAVL1	0.08569476
ELAVL2	0.002622766
ELAVL3	0.1531586
ELAVL4	0.0185567
ELF1	0.001859869
ELF2	0.000453697
ELF3	0.001604793
ELF4	0.06904069
ELF5	0.05453294
ELFN1	0.06101715
ELFN2	0.03300275
ELK1	0.1681749
ELK3	0.183258
ELK4	0.1776486
ELL	0.00071227
ELL2	4.64992E-05
ELL3	0.534133
ELMO1	0.000845175
ELMO2	0.1431831
ELMO3	0.268523
ELMOD1	0.03574185
ELMOD2	0.002715566
ELMOD3	0.9498724
ELN	0.06445702
ELOF1	0.4614084
ELOVL1	0.2325496
