OMIM disease genes	DESCRIPTION (Active links 12th February 2013)	OMIM disease genes	OMIM Recessive	OMIM Haploinsufficiency	OMIM Dominant Negative	OMIM de novo	OMIM de novo & Haploinsuficciency	MGI Lethality orthologs	MGI Seizure orthologs
BMP5	Mouse Genome Informatics Database							MP:0002080	
BMPER	* 608699. BONE MORPHOGENETIC PROTEIN-BINDING ENDOTHELIAL REGULATOR PROTEIN; BMPER	BMPER							
BMPR1A	"* 601299. BONE MORPHOGENETIC PROTEIN RECEPTOR, TYPE IA; BMPR1A"	BMPR1A				BMPR1A		MP:0002080	
BMPR1B	"* 603248. BONE MORPHOGENETIC PROTEIN RECEPTOR, TYPE IB; BMPR1B"	BMPR1B			BMPR1B				
BMPR2	"* 600799. BONE MORPHOGENETIC PROTEIN RECEPTOR, TYPE II; BMPR2"	BMPR2		BMPR2	BMPR2	BMPR2	BMPR2		
BOLA3	"* 613183. BolA, E. COLI, HOMOLOG OF, 3; BOLA3"	BOLA3							
BPGM	* 613896. BISPHOSPHOGLYCERATE MUTASE; BPGM	BPGM							
BRAF	* 164757. V-RAF MURINE SARCOMA VIRAL ONCOGENE HOMOLOG B1; BRAF	BRAF		BRAF	BRAF	BRAF	BRAF		
BRAT1	* 614506. BRCA1-ASSOCIATED ATM ACTIVATOR 1; BRAT1	BRAT1							
BRCA1	* 113705. BREAST CANCER 1 GENE; BRCA1				BRCA1	BRCA1			
BRCA2	* 600185. BRCA2 GENE; BRCA2	BRCA2				BRCA2			
BRIP1	* 605882. BRCA1-INTERACTING PROTEIN 1; BRIP1	BRIP1			BRIP1				
BRP44L	* 614738. BRAIN PROTEIN 44-LIKE; BRP44L	BRP44L							
BRWD3	* 300553. BROMODOMAIN- AND WD REPEAT-CONTAINING PROTEIN 3; BRWD3	BRWD3							
BSCL2	* 606158. BSCL2 GENE; BSCL2	BSCL2							
BTD	* 609019. BIOTINIDASE; BTD	BTD	BTD						
BTK	* 300300. BRUTON AGAMMAGLOBULINEMIA TYROSINE KINASE; BTK	BTK							
BUB1B	"* 602860. BUDDING UNINHIBITED BY BENZIMIDAZOLES 1, S. CEREVISIAE, HOMOLOG OF, BETA; BUB1B"	BUB1B	BUB1B	BUB1B		BUB1B	BUB1B		
C10orf2	* 606075. CHROMOSOME 10 OPEN READING FRAME 2; C10ORF2	C10orf2	C10orf2						
C12orf65	* 613541. CHROMOSOME 12 OPEN READING FRAME 65; C12ORF65	C12orf65							
C16orf57	* 613276. CHROMOSOME 16 OPEN READING FRAME 57; C16ORF57	C16orf57							
C19orf12	* 614297. CHROMOSOME 19 OPEN READING FRAME 12; C19ORF12	C19orf12							
C1GALT1C1	* 300611. C1GALT1-SPECIFIC CHAPERONE 1; C1GALT1C1	C1GALT1C1							
C1QA	"* 120550. COMPLEMENT COMPONENT 1, q SUBCOMPONENT, A CHAIN; C1QA"	C1QA							MP:0002064
C1QB	"* 120570. COMPLEMENT COMPONENT 1, q SUBCOMPONENT, B CHAIN; C1QB"	C1QB							
C1QC	"* 120575. COMPLEMENT COMPONENT 1, q SUBCOMPONENT, C CHAIN; C1QC"	C1QC							
C1S	"* 120580. COMPLEMENT COMPONENT 1, s SUBCOMPONENT; C1S"	C1S							
C2	* 613927. COMPLEMENT COMPONENT 2; C2	C2							
C2orf71	* 613425. CHROMOSOME 2 OPEN READING FRAME 71; C2ORF71	C2orf71	C2orf71						
C3	* 120700. COMPLEMENT COMPONENT 3; C3	C3							
C4orf26	* 614829. CHROMOSOME 4 OPEN READING FRAME 26; C4ORF26	C4orf26							
C5	* 120900. COMPLEMENT COMPONENT 5; C5	C5							
C5orf42	* 614571. CHROMOSOME 5 OPEN READING FRAME 42; C5ORF42	C5orf42							
C6	* 217050. COMPLEMENT COMPONENT 6; C6	C6							
C7	* 217070. COMPLEMENT COMPONENT 7; C7	C7							
C7orf10	* 609187. CHROMOSOME 7 OPEN READING FRAME 10; C7ORF10					C7orf10			
C8A	"* 120950. COMPLEMENT COMPONENT 8, ALPHA SUBUNIT; C8A"	C8A							
C8B	"* 120960. COMPLEMENT COMPONENT 8, BETA SUBUNIT; C8B"	C8B							
C8orf37	* 614477. CHROMOSOME 8 OPEN READING FRAME 37; C8ORF37	C8orf37	C8orf37						
C9	* 120940. COMPLEMENT COMPONENT 9; C9	C9							
C9orf72	* 614260. CHROMOSOME 9 OPEN READING FRAME 72; C9ORF72	C9orf72							
CA12	* 603263. CARBONIC ANHYDRASE XII; CA12	CA12	CA12						
CA2	* 611492. CARBONIC ANHYDRASE II; CA2	CA2	CA2						
CA4	* 114760. CARBONIC ANHYDRASE IV; CA4	CA4							
CA8	* 114815. CARBONIC ANHYDRASE VIII; CA8	CA8	CA8						
CABP2	* 607314. CALCIUM-BINDING PROTEIN 2; CABP2	CABP2							
CABP4	* 608965. CALCIUM-BINDING PROTEIN 4; CABP4	CABP4	CABP4						
CACNA1A	"* 601011. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, P/Q TYPE, ALPHA-1A SUBUNIT; CACNA1A"	CACNA1A			CACNA1A	CACNA1A			MP:0002064
CACNA1C	"* 114205. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1C SUBUNIT; CACNA1C"	CACNA1C				CACNA1C			
CACNA1D	"* 114206. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1D SUBUNIT; CACNA1D"	CACNA1D							
CACNA1F	"* 300110. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, ALPHA-1F SUBUNIT; CACNA1F"	CACNA1F							
CACNA1S	"* 114208. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1S SUBUNIT; CACNA1S"	CACNA1S	CACNA1S			CACNA1S			
CACNA2D2	Mouse Genome Informatics Database								MP:0002064
CACNA2D4	"* 608171. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, ALPHA-2/DELTA SUBUNIT 4; CACNA2D4"	CACNA2D4	CACNA2D4						
CACNB2	"* 600003. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, BETA-2 SUBUNIT; CACNB2"	CACNB2							
CACNB4	"* 601949. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, BETA-4 SUBUNIT; CACNB4"	CACNB4							MP:0002064
CACNG2	"* 602911. CALCIUM CHANNEL, VOLTAGE-DEPENDENT, GAMMA-2 SUBUNIT; CACNG2"	CACNG2				CACNG2			
CALM1	* 114180. CALMODULIN 1; CALM1	CALM1				CALM1			
CALR3	* 611414. CALRETICULIN 3; CALR3	CALR3							
CAMK2A	Mouse Genome Informatics Database								MP:0002064
CAMTA1	* 611501. CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR 1; CAMTA1	CAMTA1				CAMTA1			
CANT1	* 613165. CALCIUM-ACTIVATED NUCLEOTIDASE 1; CANT1	CANT1							
CAPN3	* 114240. CALPAIN 3; CAPN3	CAPN3	CAPN3						
CARD14	* 607211. CASPASE RECRUITMENT DOMAIN-CONTAINING PROTEIN 14; CARD14					CARD14			
CARD9	* 607212. CASPASE RECRUITMENT DOMAIN-CONTAINING PROTEIN 9; CARD9	CARD9	CARD9						
CASC5	* 609173. CANCER SUSCEPTIBILITY CANDIDATE 5; CASC5	CASC5	CASC5			CASC5			
CASK	* 300172. CALCIUM/CALMODULIN-DEPENDENT SERINE PROTEIN KINASE; CASK	CASK				CASK			
CASP10	"* 601762. CASPASE 10, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP10"	CASP10			CASP10				
CASP8	"* 601763. CASPASE 8, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP8"	CASP8							
CASP9	Mouse Genome Informatics Database							MP:0002081	
CASQ2	* 114251. CALSEQUESTRIN 2; CASQ2	CASQ2	CASQ2						
CAT	* 115500. CATALASE; CAT	CAT							
CATSPER1	"* 606389. CATION CHANNEL, SPERM-ASSOCIATED, 1; CATSPER1"	CATSPER1							
CAV1	* 601047. CAVEOLIN 1; CAV1	CAV1							
CAV3	* 601253. CAVEOLIN 3; CAV3	CAV3	CAV3	CAV3	CAV3	CAV3	CAV3		
CBL	* 165360. CAS-BR-M MURINE ECOTROPIC RETROVIRAL TRANSFORMING SEQUENCE HOMOLOG; CBL	CBL			CBL	CBL			
CBS	* 613381. CYSTATHIONINE BETA-SYNTHASE; CBS	CBS							
CBX2	"* 602770. CHROMOBOX HOMOLOG 2, DROSOPHILA POLYCOMB CLASS; CBX2"	CBX2	CBX2						
CC2D1A	* 610055. COILED-COIL AND C2 DOMAINS-CONTAINING PROTEIN 1A; CC2D1A	CC2D1A	CC2D1A						
CC2D2A	* 612013. COILED-COIL AND C2 DOMAINS-CONTAINING PROTEIN 2A; CC2D2A	CC2D2A	CC2D2A						
CCBE1	* 612753. COLLAGEN AND CALCIUM-BINDING EGF DOMAIN-CONTAINING PROTEIN 1; CCBE1	CCBE1							
CCDC103	* 614677. COILED-COIL DOMAIN-CONTAINING PROTEIN 103; CCDC103	CCDC103							
CCDC11	* 614759. COILED-COIL DOMAIN-CONTAINING PROTEIN 11; CCDC11	CCDC11	CCDC11						
CCDC39	* 613798. COILED-COIL DOMAIN-CONTAINING PROTEIN 39; CCDC39	CCDC39	CCDC39						
CCDC40	* 613799. COILED-COIL DOMAIN-CONTAINING PROTEIN 40; CCDC40	CCDC40							
CCDC50	* 611051. COILED-COIL DOMAIN-CONTAINING PROTEIN 50; CCDC50	CCDC50							
CCDC78	* 614666. COILED-COIL DOMAIN-CONTAINING PROTEIN 78; CCDC78	CCDC78							
CCDC8	* 614145. COILED-COIL DOMAIN-CONTAINING PROTEIN 8; CCDC8	CCDC8							
CCL5	"* 187011. CHEMOKINE, CC MOTIF, LIGAND 5; CCL5"					CCL5			
CCM2	* 607929. CCM2 GENE; CCM2	CCM2							
CCND1	* 168461. CYCLIN D1; CCND1				CCND1				
CCR5	"* 601373. CHEMOKINE, CC MOTIF, RECEPTOR 5"		CCR5						
CCS	* 603864. COPPER CHAPERONE FOR SUPEROXIDE DISMUTASE		CCS						
CCT5	"* 610150. CHAPERONIN CONTAINING T-COMPLEX POLYPEPTIDE 1, SUBUNIT 5; CCT5"	CCT5	CCT5						
CD151	* 602243. CD151 ANTIGEN; CD151	CD151							
CD19	* 107265. CD19 ANTIGEN; CD19	CD19							
CD247	* 186780. CD247 ANTIGEN; CD247	CD247							
CD2AP	* 604241. CD2-ASSOCIATED PROTEIN; CD2AP	CD2AP		CD2AP					
CD320	* 606475. CD320 ANTIGEN; CD320	CD320							
CD36	* 173510. CD36 ANTIGEN; CD36	CD36	CD36						
CD3D	"* 186790. CD3 ANTIGEN, DELTA SUBUNIT; CD3D"	CD3D	CD3D						
CD3E	Mouse Genome Informatics Database								MP:0002064
CD4	* 186940. CD4 ANTIGEN; CD4	CD4							
CD40	* 109535. CD40 ANTIGEN; CD40	CD40	CD40						
CD40LG	* 300386. CD40 LIGAND; CD40LG	CD40LG							
CD44	* 107269. CD44 ANTIGEN; CD44					CD44			
CD59	* 107271. CD59 ANTIGEN; CD59	CD59							
CD79A	* 112205. CD79A ANTIGEN; CD79A	CD79A							
CD79B	* 147245. CD79B ANTIGEN; CD79B	CD79B	CD79B						
CD81	* 186845. CD81 ANTIGEN; CD81	CD81							
CD8A	"* 186910. CD8 ANTIGEN, ALPHA POLYPEPTIDE; CD8A"	CD8A							
CD96	* 606037. CD96 ANTIGEN; CD96	CD96				CD96			
CDAN1	* 607465. CODANIN 1; CDAN1	CDAN1							
CDC6	"* 602627. CELL DIVISION CYCLE 6, S. CEREVISIAE, HOMOLOG OF; CDC6"	CDC6							
CDH1	* 192090. CADHERIN 1		CDH1		CDH1			MP:0002080	
CDH15	* 114019. CADHERIN 15; CDH15	CDH15							
CDH23	* 605516. CADHERIN 23; CDH23	CDH23	CDH23						
CDH3	* 114021. CADHERIN 3; CDH3	CDH3	CDH3						
CDHR1	"* 609502. CADHERIN-RELATED FAMILY, MEMBER 1; CDHR1"	CDHR1	CDHR1						
CDK5R1	Mouse Genome Informatics Database								MP:0002064
CDK5RAP2	* 608201. CDK5 REGULATORY SUBUNIT-ASSOCIATED PROTEIN 2; CDK5RAP2	CDK5RAP2	CDK5RAP2						
CDKL5	* 300203. CYCLIN-DEPENDENT KINASE-LIKE 5; CDKL5	CDKL5				CDKL5			
CDKN1A	* 116899. CYCLIN-DEPENDENT KINASE INHIBITOR 1A; CDKN1A				CDKN1A				
CDKN1B	* 600778. CYCLIN-DEPENDENT KINASE INHIBITOR 1B; CDKN1B	CDKN1B	CDKN1B		CDKN1B				
CDKN2A	* 600160. CYCLIN-DEPENDENT KINASE INHIBITOR 2A; CDKN2A				CDKN2A	CDKN2A			MP:0002064
CDON	* 608707. CELL ADHESION MOLECULE-RELATED/DOWNREGULATED BY ONCOGENES; CDON	CDON				CDON			
CDSN	* 602593. CORNEODESMOSIN; CDSN	CDSN							
CDT1	* 605525. CHROMATIN LICENSING AND DNA REPLICATION FACTOR 1; CDT1	CDT1							
CEACAM16	* 614591. CARCINOEMBRYONIC ANTIGEN-RELATED CELL ADHESION MOLECULE 16; CEACAM16	CEACAM16							
CEBPE	"* 600749. CCAAT/ENHANCER-BINDING PROTEIN, EPSILON; CEBPE"	CEBPE	CEBPE						
CELF4	Mouse Genome Informatics Database								MP:0002064
CENPJ	* 609279. CENTROMERIC PROTEIN J; CENPJ	CENPJ	CENPJ						
CEP135	"* 611423. CENTROSOMAL PROTEIN, 135-KD; CEP135"	CEP135	CEP135						
CEP152	"* 613529. CENTROSOMAL PROTEIN, 152-KD; CEP152"	CEP152	CEP152			CEP152			
CEP164	"* 614848. CENTROSOMAL PROTEIN, 164-KD; CEP164"	CEP164							
CEP290	"* 610142. CENTROSOMAL PROTEIN, 290-KD; CEP290"	CEP290	CEP290						
CEP41	"* 610523. CENTROSOMAL PROTEIN, 41-KD; CEP41"	CEP41							
CEP57	"* 607951. CENTROSOMAL PROTEIN, 57-KD; CEP57"	CEP57	CEP57						
CEP63	"* 614724. CENTROSOMAL PROTEIN, 63-KD; CEP63"	CEP63							
CERKL	* 608381. CERAMIDE KINASE-LIKE; CERKL	CERKL	CERKL						
CERS1	Mouse Genome Informatics Database								MP:0002064
CETP	"* 118470. CHOLESTERYL ESTER TRANSFER PROTEIN, PLASMA; CETP"	CETP							
CFH	* 134370. COMPLEMENT FACTOR H; CFH	CFH	CFH						
CFI	* 217030. COMPLEMENT FACTOR I; CFI	CFI							
CFL2	* 601443. COFILIN 2; CFL2	CFL2							
CFP	* 300383. COMPLEMENT FACTOR PROPERDIN; CFP	CFP							
CFTR	* 602421. CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR; CFTR	CFTR			CFTR	CFTR			
CHAT	* 118490. CHOLINE ACETYLTRANSFERASE; CHAT	CHAT	CHAT						
CHD7	* 608892. CHROMODOMAIN HELICASE DNA-BINDING PROTEIN 7; CHD7	CHD7		CHD7		CHD7	CHD7		
CHKB	"* 612395. CHOLINE KINASE, BETA; CHKB"	CHKB	CHKB			CHKB			
CHM	* 300390. CHM GENE; CHM	CHM	CHM			CHM			
CHMP2B	"* 609512. CHMP FAMILY, MEMBER 2B; CHMP2B"	CHMP2B							
CHMP4B	"* 610897. CHMP FAMILY, MEMBER 4B; CHMP4B"	CHMP4B			CHMP4B				
CHN1	* 118423. CHIMERIN 1; CHN1	CHN1							
CHRDL1	* 300350. CHORDIN-LIKE 1; CHRDL1	CHRDL1							
CHRM3	"* 118494. CHOLINERGIC RECEPTOR, MUSCARINIC, 3; CHRM3"	CHRM3							
CHRNA1	"* 100690. CHOLINERGIC RECEPTOR, NICOTINIC, ALPHA POLYPEPTIDE 1; CHRNA1"	CHRNA1	CHRNA1			CHRNA1			
CHRNA2	"* 118502. CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 2; CHRNA2"	CHRNA2							
CHRNA4	"* 118504. CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 4; CHRNA4"	CHRNA4		CHRNA4					MP:0002064
CHRNB1	"* 100710. CHOLINERGIC RECEPTOR, NICOTINIC, BETA POLYPEPTIDE 1; CHRNB1"	CHRNB1							
CHRNB2	"* 118507. CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, BETA POLYPEPTIDE 2; CHRNB2"	CHRNB2							
CHRND	"* 100720. CHOLINERGIC RECEPTOR, NICOTINIC, DELTA POLYPEPTIDE; CHRND"	CHRND							
CHRNE	"* 100725. CHOLINERGIC RECEPTOR, NICOTINIC, EPSILON POLYPEPTIDE; CHRNE"	CHRNE	CHRNE						
CHRNG	"* 100730. CHOLINERGIC RECEPTOR, NICOTINIC, GAMMA POLYPEPTIDE; CHRNG"	CHRNG	CHRNG						
CHST14	* 608429. CARBOHYDRATE SULFOTRANSFERASE 14; CHST14	CHST14	CHST14						
CHST3	* 603799. CARBOHYDRATE SULFOTRANSFERASE 3; CHST3	CHST3	CHST3						
CHST6	* 605294. CARBOHYDRATE SULFOTRANSFERASE 6; CHST6	CHST6							
CHSY1	* 608183. CHONDROITIN SULFATE SYNTHASE 1; CHSY1	CHSY1	CHSY1						
CHUK	* 600664. CONSERVED HELIX-LOOP-HELIX UBIQUITOUS KINASE; CHUK	CHUK	CHUK		CHUK				
CIB2	* 605564. CALCIUM- AND INTEGRIN-BINDING PROTEIN 2; CIB2	CIB2	CIB2						
CIITA	"* 600005. MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, TRANSACTIVATOR; MHC2TA"	CIITA							
CIRH1A	* 607456. CIRHIN; CIRH1A	CIRH1A	CIRH1A						
CISD2	* 611507. CDGSH IRON SULFUR DOMAIN PROTEIN 2; CISD2	CISD2	CISD2						
CITED2	"* 602937. CBP/p300-INTERACTING TRANSACTIVATOR, WITH GLU/ASP-RICH C-TERMINAL DOMAIN, 2; CITED2"	CITED2							
CLCF1	* 607672. CARDIOTROPHIN-LIKE CYTOKINE FACTOR 1; CLCF1	CLCF1							
CLCN1	"* 118425. CHLORIDE CHANNEL 1, SKELETAL MUSCLE; CLCN1"	CLCN1	CLCN1		CLCN1				
CLCN2	* 600570. CHLORIDE CHANNEL 2; CLCN2				CLCN2				
CLCN3	Mouse Genome Informatics Database								MP:0002064
CLCN5	* 300008. CHLORIDE CHANNEL 5; CLCN5	CLCN5	CLCN5			CLCN5			
CLCN7	* 602727. CHLORIDE CHANNEL 7; CLCN7	CLCN7	CLCN7		CLCN7				
CLCNKA	"* 602024. CHLORIDE CHANNEL, KIDNEY, A; CLCNKA"	CLCNKA							
CLCNKB	"* 602023. CHLORIDE CHANNEL, KIDNEY, B; CLCNKB"	CLCNKB							
CLDN1	* 603718. CLAUDIN 1; CLDN1	CLDN1							
CLDN14	* 605608. CLAUDIN 14; CLDN14	CLDN14	CLDN14						
CLDN16	* 603959. CLAUDIN 16; CLDN16	CLDN16	CLDN16						
CLDN19	* 610036. CLAUDIN 19; CLDN19	CLDN19	CLDN19						
CLEC7A	"* 606264. C-TYPE LECTIN DOMAIN FAMILY 7, MEMBER A; CLEC7A"	CLEC7A							
CLN3	* 607042. CLN3 GENE; CLN3	CLN3				CLN3			
CLN5	* 608102. CLN5 GENE; CLN5	CLN5							
CLN6	* 606725. CLN6 GENE; CLN6	CLN6	CLN6						MP:0002064
CLN8	* 607837. CLN8 GENE; CLN8	CLN8	CLN8						MP:0002064
CLRN1	* 606397. CLARIN 1; CLRN1	CLRN1	CLRN1						
CNBP	* 116955. ZINC FINGER PROTEIN 9; ZNF9	CNBP							
CNGA1	"* 123825. CYCLIC NUCLEOTIDE-GATED CHANNEL, ALPHA-1; CNGA1"	CNGA1	CNGA1						
CNGA3	"* 600053. CYCLIC NUCLEOTIDE-GATED CHANNEL, ALPHA-3; CNGA3"	CNGA3	CNGA3						
CNGB1	"* 600724. CYCLIC NUCLEOTIDE-GATED CHANNEL, BETA-1; CNGB1"	CNGB1	CNGB1						
CNGB3	"* 605080. CYCLIC NUCLEOTIDE-GATED CHANNEL, BETA-3; CNGB3"	CNGB3	CNGB3						
CNNM2	* 607803. CYCLIN M2; CNNM2	CNNM2							
CNNM4	* 607805. CYCLIN M4; CNNM4	CNNM4	CNNM4						
CNTN1	* 600016. CONTACTIN 1; CNTN1	CNTN1							
CNTNAP2	* 604569. CONTACTIN-ASSOCIATED PROTEIN-LIKE 2; CNTNAP2	CNTNAP2	CNTNAP2	CNTNAP2		CNTNAP2	CNTNAP2		MP:0002064
COA5	* 613920. CHROMOSOME 2 OPEN READING FRAME 64; C2ORF64	COA5							
COCH	* 603196. COCHLIN; COCH	COCH		COCH	COCH				
COG1	* 606973. COMPONENT OF OLIGOMERIC GOLGI COMPLEX 1; COG1	COG1							
COG4	* 606976. COMPONENT OF OLIGOMERIC GOLGI COMPLEX 4; COG4	COG4				COG4			
COG5	* 606821. COMPONENT OF OLIGOMERIC GOLGI COMPLEX 5; COG5	COG5							
COG6	* 606977. COMPONENT OF OLIGOMERIC GOLGI COMPLEX 6; COG6	COG6							
COG7	* 606978. COMPONENT OF OLIGOMERIC GOLGI COMPLEX 7; COG7	COG7							
COG8	* 606979. COMPONENT OF OLIGOMERIC GOLGI COMPLEX 8; COG8	COG8							
COL10A1	"* 120110. COLLAGEN, TYPE X, ALPHA-1; COL10A1"	COL10A1		COL10A1	COL10A1	COL10A1	COL10A1		
COL11A1	"* 120280. COLLAGEN, TYPE XI, ALPHA-1; COL11A1"	COL11A1	COL11A1		COL11A1				
COL11A2	"* 120290. COLLAGEN, TYPE XI, ALPHA-2; COL11A2"	COL11A2	COL11A2			COL11A2			
COL17A1	"* 113811. COLLAGEN, TYPE XVII, ALPHA-1; COL17A1"	COL17A1	COL17A1						
COL18A1	"* 120328. COLLAGEN, TYPE XVIII, ALPHA-1; COL18A1"	COL18A1	COL18A1						
COL1A2	"* 120160. COLLAGEN, TYPE I, ALPHA-2; COL1A2"	COL1A2	COL1A2			COL1A2			
COL2A1	Mouse Genome Informatics Database								MP:0002064
COL3A1	"* 120180. COLLAGEN, TYPE III, ALPHA-1; COL3A1"	COL3A1	COL3A1	COL3A1	COL3A1	COL3A1	COL3A1		
COL4A1	"* 120130. COLLAGEN, TYPE IV, ALPHA-1; COL4A1"	COL4A1							
COL4A2	"* 120090. COLLAGEN, TYPE IV, ALPHA-2; COL4A2"	COL4A2				COL4A2			
COL4A3	"* 120070. COLLAGEN, TYPE IV, ALPHA-3; COL4A3"	COL4A3	COL4A3						
COL4A4	"* 120131. COLLAGEN, TYPE IV, ALPHA-4; COL4A4"	COL4A4	COL4A4						
COL4A5	"* 303630. COLLAGEN, TYPE IV, ALPHA-5; COL4A5"	COL4A5	COL4A5			COL4A5			
COL5A1	"* 120215. COLLAGEN, TYPE V, ALPHA-1; COL5A1"	COL5A1		COL5A1	COL5A1	COL5A1	COL5A1		
COL5A2	"* 120190. COLLAGEN, TYPE V, ALPHA-2; COL5A2"	COL5A2							
COL6A1	"* 120220. COLLAGEN, TYPE VI, ALPHA-1; COL6A1"	COL6A1	COL6A1	COL6A1	COL6A1	COL6A1	COL6A1		
COL6A2	"* 120240. COLLAGEN, TYPE VI, ALPHA-2; COL6A2"	COL6A2	COL6A2		COL6A2	COL6A2			
COL6A3	"* 120250. COLLAGEN, TYPE VI, ALPHA-3; COL6A3"	COL6A3	COL6A3			COL6A3			
COL7A1	"* 120120. COLLAGEN, TYPE VII, ALPHA-1; COL7A1"	COL7A1	COL7A1		COL7A1	COL7A1			
COL9A1	"* 120210. COLLAGEN, TYPE IX, ALPHA-1; COL9A1"	COL9A1	COL9A1		COL9A1				
COL9A2	"* 120260. COLLAGEN, TYPE IX, ALPHA-2; COL9A2"	COL9A2	COL9A2						
COL9A3	"* 120270. COLLAGEN, TYPE IX, ALPHA-3; COL9A3"	COL9A3			COL9A3				
COLEC11	* 612502. COLLECTIN 11; COLEC11	COLEC11							
COLQ	* 603033. COLLAGENIC TAIL OF ENDPLATE ACETYLCHOLINESTERASE; COLQ	COLQ	COLQ						
COMP	* 600310. CARTILAGE OLIGOMERIC MATRIX PROTEIN; COMP	COMP	COMP			COMP			
COQ2	"* 609825. COQ2, S. CEREVISIAE, HOMOLOG OF; COQ2"	COQ2				COQ2			
COQ6	"* 614647. COQ6, S. CEREVISIAE, HOMOLOG OF; COQ6"	COQ6	COQ6						
COQ9	"* 612837. COQ9, S. CEREVISIAE, HOMOLOG OF; COQ9"	COQ9	COQ9						
CORIN	"* 605236. CORIN, SERINE PEPTIDASE; CORIN"	CORIN	CORIN						
COX10	* 602125. CYTOCHROME c OXIDASE ASSEMBLY PROTEIN COX10; COX10	COX10							
COX14	* 614478. CHROMOSOME 12 OPEN READING FRAME 62; C12ORF62	COX14							
COX15	* 603646. CYTOCHROME c OXIDASE ASSEMBLY PROTEIN COX15; COX15	COX15	COX15						
COX4I2	"* 607976. CYTOCHROME c OXIDASE, SUBUNIT IV, ISOFORM 2; COX4I2"	COX4I2							
COX6B1	"* 124089. CYTOCHROME c OXIDASE, SUBUNIT VIb, POLYPEPTIDE 1; COX6B1"	COX6B1							
CP	* 117700. CERULOPLASMIN; CP	CP	CP						
CPA6	* 609562. CARBOXYPEPTIDASE A6; CPA6	CPA6	CPA6			CPA6			
CPN1	"* 603103. CARBOXYPEPTIDASE N, POLYPEPTIDE 1, 50-KD; CPN1"	CPN1	CPN1						
CPOX	* 612732. COPROPORPHYRINOGEN OXIDASE; CPOX	CPOX							
CPT1A	"* 600528. CARNITINE PALMITOYLTRANSFERASE I, LIVER; CPT1A"	CPT1A				CPT1A			
CPT2	* 600650. CARNITINE PALMITOYLTRANSFERASE II; CPT2	CPT2			CPT2				
CR2	* 120650. COMPLEMENT COMPONENT RECEPTOR 2; CR2	CR2							
CRADD	* 603454. CASP2 AND RIPK1 DOMAIN-CONTAINING ADAPTOR WITH DEATH DOMAIN; CRADD	CRADD	CRADD						
CRB1	"* 604210. CRUMBS, DROSOPHILA, HOMOLOG OF, 1; CRB1"	CRB1	CRB1			CRB1			
CRBN	* 609262. CEREBLON; CRBN	CRBN	CRBN						
CREB1	* 123810. cAMP RESPONSE ELEMENT-BINDING PROTEIN 1; CREB1				CREB1	CREB1			
CREBBP	* 600140. CREB-BINDING PROTEIN; CREBBP	CREBBP		CREBBP		CREBBP	CREBBP	MP:0002080	MP:0002064
CRELD1	* 607170. CYSTEINE-RICH PROTEIN WITH EGF-LIKE DOMAINS 1; CRELD1	CRELD1							
CRLF1	* 604237. CYTOKINE RECEPTOR-LIKE FACTOR 1; CRLF1	CRLF1	CRLF1						
CRX	* 602225. CONE-ROD HOMEOBOX-CONTAINING GENE; CRX	CRX	CRX		CRX	CRX			
CRYAB	"* 123590. CRYSTALLIN, ALPHA-B; CRYAB"	CRYAB	CRYAB		CRYAB				
CRYBA1	"* 123610. CRYSTALLIN, BETA-A1; CRYBA1"	CRYBA1							
CRYBA4	"* 123631. CRYSTALLIN, BETA-A4; CRYBA4"	CRYBA4				CRYBA4			
CRYBB3	"* 123630. CRYSTALLIN, BETA-B3; CRYBB3"	CRYBB3	CRYBB3						
CRYM	"* 123740. CRYSTALLIN, MU; CRYM"	CRYM				CRYM			
CSF1R	* 164770. COLONY-STIMULATING FACTOR 1 RECEPTOR; CSF1R	CSF1R			CSF1R	CSF1R			
CSF2RA	"* 306250. COLONY-STIMULATING FACTOR 2 RECEPTOR, ALPHA; CSF2RA"	CSF2RA	CSF2RA						
CSF2RB	"* 138981. GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR RECEPTOR, BETA; CSF2RB"	CSF2RB							
CSF3R	"* 138971. COLONY-STIMULATING FACTOR 3 RECEPTOR, GRANULOCYTE; CSF3R"	CSF3R			CSF3R				
