,Gene_Name,p-val,collapsing_rank
4743,SSX7,1.0,4744
4744,SNX30,0.746604377,4745
4745,CPXM1,0.479156167,4746
4746,CNN1,0.796896585,4747
4747,RERGL,0.150846926,4748
4748,PRR13,0.608388267,4749
4749,TYMP,0.116193035,4750
4750,TRIB3,0.7484313840000001,4751
4751,RNLS,0.058075971,4752
4752,SKIV2L2,0.770298617,4753
4753,TCTEX1D2,1.0,4754
4754,TMEM47,1.0,4755
4755,CGGBP1,0.114663146,4756
4756,ZKSCAN2,0.9049582159999999,4757
4757,SLC44A2,0.146595194,4758
4758,TMPRSS7,1.0,4759
4759,KANSL1,0.327210032,4760
4760,CASP1,1.0,4761
4761,SIVA1,0.135549255,4762
4762,TNFSF13B,0.057859481,4763
4763,KCNA2,0.327901241,4764
4764,AVIL,0.131236087,4765
4765,CLIC5,0.694280553,4766
4766,KRTAP4-8,1.0,4767
4767,CNIH2,0.051025987,4768
4768,SBK1,0.7523423920000001,4769
4769,SUPT4H1,0.44518991700000005,4770
4770,MAOA,0.522289625,4771
4771,AMZ1,0.796785845,4772
4772,NLRP1,0.183467834,4773
4773,GUCA1A,0.34150362799999995,4774
4774,RPL3L,0.87838212,4775
4775,HTR3C,0.72415196,4776
4776,BHMT2,0.305287595,4777
4777,UPB1,0.077965168,4778
4778,LRRC3,0.692870268,4779
4779,SLC9A9,0.248698605,4780
4780,TNFSF4,1.0,4781
4781,AP1S3,0.77381734,4782
4782,NGRN,0.800082992,4783
4783,SLC9C2,1.0,4784
4784,GRM7,0.787106125,4785
4785,ZNF16,0.369729498,4786
4786,LRRC56,0.12710470199999999,4787
4787,SEL1L2,0.24017103,4788
4788,UBE2M,1.0,4789
4789,LYPLAL1,1.0,4790
4790,USP38,0.805327488,4791
4791,CHST14,0.446182068,4792
4792,KIF5B,0.49695493,4793
4793,MFSD3,1.0,4794
4794,JPH3,0.7047103659999999,4795
4795,GOT1,1.0,4796
4796,SLC7A3,0.12470984800000001,4797
4797,AQP9,0.566724195,4798
4798,RDH5,1.0,4799
4799,TXNDC2,0.262477884,4800
4800,SLC27A4,0.206074272,4801
4801,GHDC,0.43872439,4802
4802,ASIP,0.545701366,4803
4803,SIRPA,0.573276084,4804
4804,ARL9,0.199876655,4805
4805,RIMS3,0.11706454699999999,4806
4806,CDS1,0.812066159,4807
4807,UBXN10,0.09238501800000001,4808
4808,TAF1D,0.270680139,4809
4809,FRAS1,0.55322731,4810
4810,GNS,0.663139107,4811
4811,EDAR,0.256795127,4812
4812,MYH1,0.30153798600000004,4813
4813,TTK,0.080767552,4814
4814,SELM,1.0,4815
4815,CBX7,0.7094345259999999,4816
4816,MTAP,0.8296815059999999,4817
4817,NOS2,0.816367506,4818
4818,HTRA2,0.31451812,4819
4819,TPD52L2,0.612277471,4820
4820,PLXDC1,0.172349086,4821
4821,GNA11,0.292476613,4822
4822,SLC17A2,0.7382193509999999,4823
4823,ABL1,0.226342905,4824
4824,SLCO2B1,0.621694422,4825
4825,AADACL3,1.0,4826
4826,CSF3R,1.0,4827
4827,PDE4A,0.88653162,4828
4828,TMEM150B,0.022220557000000002,4829
4829,OR2G3,0.7844538759999999,4830
4830,SEMA7A,0.193884366,4831
4831,C1ORF52,0.697344237,4832
4832,SIGLEC6,0.43704851100000003,4833
4833,HLA-DRB5,1.0,4834
4834,SPAG5,0.493542118,4835
4835,TRIM32,0.049531273,4836
4836,AGTR1,0.244678261,4837
4837,DCLK2,0.106946128,4838
4838,SLC39A2,0.6734949029999999,4839
4839,TEX19,0.7622384440000001,4840
4840,EIF3L,0.6363771020000001,4841
4841,NBL1,0.826040405,4842
4842,PTRH1,0.758382146,4843
4843,VEGFC,0.225798379,4844
4844,MYO1A,0.572887151,4845
4845,HDHD2,0.654215405,4846
4846,PSMC1,0.6758092509999999,4847
4847,TFAP4,0.7822420379999999,4848
4848,SPATA6,1.0,4849
4849,CBR4,0.480711125,4850
4850,N4BP3,0.25329081800000003,4851
4851,EZH2,0.04140205,4852
4852,TULP3,1.0,4853
4853,PLSCR1,0.645305472,4854
4854,PCDH17,1.0,4855
4855,FAM105B,1.0,4856
4856,PIBF1,0.242536397,4857
4857,PDLIM3,0.653848265,4858
4858,P2RY13,0.616697928,4859
4859,BCL2L2,0.761642824,4860
4860,SHE,0.807953646,4861
4861,OR52A5,0.465485903,4862
4862,DGKQ,0.008260319,4863
4863,RAPGEF2,0.10787135199999999,4864
4864,SLC39A13,0.849250875,4865
4865,SLC25A41,0.488525947,4866
4866,AURKAIP1,0.23843315899999998,4867
4867,GPRIN3,0.463229615,4868
4868,SPRR1A,0.056271043,4869
4869,FYTTD1,0.598114844,4870
4870,RPS19BP1,1.0,4871
4871,CYTH1,0.069609888,4872
4872,RGAG1,0.183302568,4873
4873,C7ORF72,0.5800677670000001,4874
4874,PEBP4,0.832693239,4875
4875,DAW1,0.820394134,4876
4876,AKR1B15,0.262179479,4877
4877,CLEC4A,1.0,4878
4878,ARFGEF2,0.256887904,4879
4879,LUZP1,0.724620782,4880
4880,SPANXN5,0.351750499,4881
4881,TRAPPC12,0.150702061,4882
4882,PARVA,0.357544938,4883
4883,SCGB1D1,1.0,4884
4884,DPY19L4,0.20320279,4885
4885,OR56B4,1.0,4886
4886,CCDC22,0.79939763,4887
4887,PTGIS,0.206742724,4888
4888,ZFYVE9,0.023322814,4889
4889,SCN4A,0.8449975190000001,4890
4890,DMRTB1,0.648529481,4891
4891,ADARB1,1.0,4892
4892,PIGZ,0.373003433,4893
4893,C12ORF42,1.0,4894
4894,PIAS3,1.0,4895
4895,CIB2,0.781690305,4896
4896,CCBL2,0.836314475,4897
4897,NTRK1,1.0,4898
4898,CAPG,0.298774686,4899
4899,TEX30,0.029283392999999998,4900
4900,FOXM1,0.329532129,4901
4901,OSCAR,0.8160944090000001,4902
4902,HCRTR1,0.844871335,4903
4903,PFN2,0.568897946,4904
4904,HRC,0.361989258,4905
4905,RHOG,0.099908691,4906
4906,TRIM52,0.17835462,4907
4907,LOH12CR1,0.510277675,4908
4908,P2RX6,0.510076393,4909
4909,VCAN,0.548644068,4910
4910,NMUR2,0.09296979300000001,4911
4911,TCEA3,0.531075565,4912
4912,PALMD,0.30266007699999997,4913
4913,ITLN2,0.206416966,4914
4914,C5AR2,0.8699719859999999,4915
4915,FAM120C,0.593053158,4916
4916,ZNF329,0.40175792200000005,4917
4917,OCRL,0.189028162,4918
4918,THNSL1,0.69627572,4919
4919,PTPDC1,0.576001337,4920
4920,DNAJB11,0.031504215,4921
4921,LMTK3,0.060557572999999996,4922
4922,ENC1,0.7944149429999999,4923
4923,ATP13A4,1.0,4924
4924,WDR75,0.7569615129999999,4925
4925,BRD9,0.589279917,4926
4926,ZSWIM4,0.483692609,4927
4927,NBN,1.0,4928
4928,AKR1C1,0.018413659,4929
4929,TUFM,1.0,4930
4930,SLTM,0.575423024,4931
4931,FNBP1L,0.16836314600000002,4932
4932,MRGPRD,0.265384248,4933
4933,PPAPDC1A,0.637927685,4934
4934,S100A2,0.0006285430000000001,4935
4935,HILPDA,0.545701366,4936
4936,SMAD4,1.0,4937
4937,ARID4B,0.8905555059999999,4938
4938,IMMT,0.8759957490000001,4939
4939,LMX1A,0.80807645,4940
4940,NPPB,0.262490142,4941
4941,CGN,0.078267065,4942
4942,RAMP2,0.754423382,4943
4943,SHROOM1,0.829575445,4944
4944,PDCD1,0.153796514,4945
4945,ALMS1,0.104478315,4946
4946,ARFIP1,0.8173807670000001,4947
4947,RP2,0.7094345259999999,4948
4948,TMEM130,0.256773685,4949
4949,TRDMT1,0.715053625,4950
4950,MGA,0.358124925,4951
4951,BPIFA3,0.44964835,4952
4952,EDEM3,0.559452569,4953
4953,NUDCD1,0.074144605,4954
4954,DHX34,0.20426766899999999,4955
4955,HIST1H2BA,0.037531505,4956
4956,SELE,0.606855114,4957
4957,RNF5,1.0,4958
4958,RNF151,0.658452088,4959
4959,NMUR1,1.0,4960
4960,MAMSTR,1.0,4961
4961,PDGFRB,0.5798448420000001,4962
4962,STK38L,0.15449543699999999,4963
4963,TMEM72,0.44487737200000005,4964
4964,CPLX4,0.71134684,4965
4965,BHMT,0.445770755,4966
4966,ZNF99,0.422458848,4967
4967,ZNF593,0.742757949,4968
4968,DAND5,0.402350132,4969
4969,COMMD2,0.23017955399999998,4970
4970,CHRM1,0.8546400209999999,4971
4971,ALG10,0.8346310379999999,4972
4972,CRYGN,0.151064927,4973
4973,CNGB1,0.18783592899999998,4974
4974,DFFB,0.20147469199999998,4975
4975,RNF122,1.0,4976
4976,ZBTB6,1.0,4977
4977,CLN3,0.219477397,4978
4978,DNAH9,0.128025985,4979
4979,RNF167,0.306648386,4980
4980,HIF1A,0.886091952,4981
4981,KIF2A,0.267763456,4982
4982,ANKRD24,0.9078668740000001,4983
4983,CDC26,0.224821157,4984
4984,AKR1C3,0.566070855,4985
4985,PCDHB2,1.0,4986
4986,CACNA1H,0.561603175,4987
4987,PPP2R5C,1.0,4988
4988,IL11,1.0,4989
4989,POMT2,0.207096351,4990
4990,NPR1,0.7720259190000001,4991
4991,SLC15A1,0.074147531,4992
4992,MFAP3,0.788382041,4993
4993,FGF3,0.598127062,4994
4994,BIRC3,0.8618504579999999,4995
4995,RAMP1,0.791154977,4996
4996,SNRPN,0.40117797200000005,4997
4997,CCL28,0.758382146,4998
4998,CWF19L1,0.285304295,4999
4999,RELT,0.8781770590000001,5000
5000,KHDC1,0.819406417,5001
5001,TCTE1,1.0,5002
5002,MAT1A,0.346003292,5003
5003,NUP98,0.21563190899999998,5004
5004,F3,0.58589464,5005
5005,GPC3,0.129878,5006
5006,POTEC,0.23916551100000003,5007
5007,ART1,1.0,5008
5008,PKD2,0.48887601299999994,5009
5009,COPS4,0.492682907,5010
5010,SRBD1,0.378527537,5011
5011,TRPM3,0.111325375,5012
5012,PPAP2A,0.10635306800000001,5013
5013,SUPT5H,0.760748973,5014
5014,PCBP3,0.44259738200000004,5015
5015,CLDN19,1.0,5016
5016,ALOX12,1.0,5017
5017,NCAPG2,0.7295661459999999,5018
5018,MAGEB4,1.0,5019
5019,PLAGL1,0.444437134,5020
5020,REEP4,0.16868315600000003,5021
5021,PRNP,1.0,5022
5022,CLEC11A,0.351750499,5023
5023,GABRA2,1.0,5024
5024,TRIM6-TRIM34,0.78145592,5025
5025,UAP1,0.177296368,5026
5026,SCYL3,0.029243937,5027
5027,SH3GL1,0.698321965,5028
5028,ACADSB,1.0,5029
5029,SDS,0.221294708,5030
5030,GLA,0.194712236,5031
5031,HTN1,0.501076715,5032
5032,GCKR,0.8908098320000001,5033
5033,HOXA4,1.0,5034
5034,MAPK9,0.828348161,5035
5035,SDAD1,0.7725643729999999,5036
5036,SETD1A,0.138308406,5037
5037,PLXNB3,0.444522731,5038
5038,KLK2,1.0,5039
5039,ARID5B,0.7675238590000001,5040
5040,YEATS2,0.251898191,5041
5041,SLC34A1,1.0,5042
5042,LRP10,0.5909297410000001,5043
5043,RLIM,0.534146153,5044
5044,OR7C1,1.0,5045
5045,ASNS,0.623522531,5046
5046,GATAD2A,0.8743077570000001,5047
5047,DAP,0.019589022,5048
5048,PTGER4,0.8399242720000001,5049
5049,RPL11,0.691553057,5050
5050,GRAMD2,0.7224370509999999,5051
5051,INSL3,0.543033653,5052
5052,RPL27,0.777346847,5053
5053,RTCB,0.8450348879999999,5054
5054,SND1,0.728240606,5055
5055,MKL2,0.44289288600000004,5056
5056,APP,1.0,5057
5057,TMIE,0.5775237879999999,5058
5058,LRTM1,0.551821679,5059
5059,MIS12,0.643099758,5060
5060,KCNJ15,0.530248808,5061
5061,INPP5A,0.628117982,5062
5062,CRYZ,0.6780110570000001,5063
5063,SULT1B1,0.84196162,5064
5064,DENND2A,0.082093955,5065
5065,NRL,0.77794233,5066
5066,PNPLA6,0.36741231799999996,5067
5067,LRRC37B,0.676872795,5068
5068,POLR2C,0.28306372399999996,5069
5069,MRO,0.477326935,5070
5070,RAB39A,1.0,5071
5071,SAMD4A,0.445964246,5072
5072,SLC5A11,0.885736257,5073
5073,STK16,0.706105358,5074
5074,KRT16,0.367923736,5075
5075,AK3,0.823365892,5076
5076,CHMP6,0.597790071,5077
5077,FAM101A,0.255238613,5078
5078,TUBA1A,0.217424905,5079
5079,CABLES2,0.853218441,5080
5080,NOXRED1,1.0,5081
5081,RIMBP3,1.0,5082
5082,HMGA1,0.14767128599999998,5083
5083,LPPR3,0.378299237,5084
5084,BACE2,0.681783694,5085
5085,ATRAID,0.28149823,5086
5086,LENG1,0.226006465,5087
5087,FOXG1,0.781697485,5088
5088,TMEM178A,1.0,5089
5089,SLC16A5,0.607119093,5090
5090,RYR2,0.11016362800000001,5091
5091,DOK1,0.8587347129999999,5092
5092,TACO1,1.0,5093
5093,GUCY1B3,0.619063537,5094
5094,NACA,0.10380135199999999,5095
5095,COX11,0.772347315,5096
5096,TUBGCP2,0.160630363,5097
5097,EGR4,0.326646105,5098
5098,ATXN7L1,0.692359605,5099
5099,KCNMB4,1.0,5100
5100,CMPK1,1.0,5101
5101,PTPN21,0.277049961,5102
5102,PCSK5,0.53960333,5103
5103,FTO,0.85949019,5104
5104,REM2,0.601572449,5105
5105,PELO,1.0,5106
5106,KIAA0922,0.288319288,5107
5107,FAM134A,0.8839150920000001,5108
5108,TMEM128,1.0,5109
5109,NME2,0.65925552,5110
5110,ACVR1B,0.769287805,5111
5111,CCDC89,0.6913081,5112
5112,ACER3,1.0,5113
5113,LSG1,0.139341889,5114
5114,STX3,0.38728603899999997,5115
5115,RFX1,0.7692245040000001,5116
5116,CACNA1A,0.025380508,5117
5117,CASC10,0.322937243,5118
5118,IFIT2,0.871242608,5119
5119,CIDEC,0.252658408,5120
5120,TMEM59,0.570021169,5121
5121,CACNG7,1.0,5122
5122,MAGI3,0.7213885459999999,5123
5123,ZNF263,0.039839249,5124
5124,GK,0.7496252640000001,5125
5125,OR52K2,0.7241356320000001,5126
5126,TONSL,1.0,5127
5127,PIK3R2,0.21265343899999997,5128
5128,SBSPON,0.813904982,5129
5129,STARD5,0.7994284620000001,5130
5130,LMO7,0.18075532100000002,5131
5131,C1QTNF7,0.556287046,5132
5132,HK3,0.8174801079999999,5133
5133,ZHX1-C8ORF76,0.837542452,5134
5134,BIN1,0.021691362999999998,5135
5135,SPINK2,0.31434072399999996,5136
5136,XRN1,0.380486486,5137
5137,ANKRD40,0.409058847,5138
5138,BOK,0.6469097770000001,5139
5139,PPARD,1.0,5140
5140,ERO1L,0.785787832,5141
5141,ANKRD45,0.062218932000000005,5142
5142,FAM193A,0.5465143060000001,5143
5143,CDR2L,0.033630908,5144
5144,KIF24,0.053570968,5145
5145,ZNF816,0.7907368140000001,5146
5146,ZMYND15,1.0,5147
5147,SMTN,0.11542998199999999,5148
5148,ELMO1,0.506000769,5149
5149,SH3BP5,0.127624417,5150
5150,ACTL6A,1.0,5151
5151,LRRC57,0.7963618179999999,5152
5152,MFN1,0.351373689,5153
5153,KANK3,0.637151823,5154
5154,C17ORF97,0.36907832,5155
5155,PIH1D2,0.310059037,5156
5156,SPIN1,0.125659505,5157
5157,RAD21L1,1.0,5158
5158,PGM3,1.0,5159
5159,TMEM187,0.603265509,5160
5160,STK40,0.035321271,5161
5161,PLK4,0.8802845709999999,5162
5162,DAO,0.29862965199999997,5163
5163,KIAA0319L,0.5181975639999999,5164
5164,ORMDL3,0.461036679,5165
5165,CES3,0.044891861,5166
5166,CENPH,0.314611288,5167
5167,ATRX,0.063394849,5168
5168,SOGA3,1.0,5169
5169,HDGF,0.077631998,5170
5170,TUBB2B,1.0,5171
5171,TLR6,0.081899206,5172
5172,MED31,0.40307138,5173
5173,PLOD1,0.309471237,5174
5174,GLYR1,0.049144595,5175
5175,ACP5,0.555763215,5176
5176,WNT1,0.370856489,5177
5177,FAM102B,1.0,5178
5178,PDIK1L,1.0,5179
5179,MSL3,0.057489465999999996,5180
5180,GOLPH3L,0.24814183,5181
5181,ZC2HC1A,0.20495154100000001,5182
5182,DERA,0.7003635159999999,5183
5183,FOXA1,0.8556292999999999,5184
5184,LCN15,0.771991085,5185
5185,MCUR1,0.5287373439999999,5186
5186,KCTD14,0.803910151,5187
5187,CLDN16,0.045916759,5188
5188,MAP3K5,1.0,5189
5189,THRA,1.0,5190
5190,GSTM1,1.0,5191
5191,SIM1,0.011796473,5192
5192,FAM162A,0.0016195170000000002,5193
5193,DPYD,0.506209331,5194
5194,OXR1,0.767515528,5195
5195,NYAP2,0.37543518,5196
5196,MMP26,0.459234821,5197
5197,CD74,0.35235285200000005,5198
5198,PDCD7,0.370931897,5199
5199,SLC25A2,0.053159187000000004,5200
5200,C14ORF178,0.136041934,5201
5201,ABI2,1.0,5202
5202,HAUS4,1.0,5203
5203,ZNF236,0.125920494,5204
5204,OR10J1,0.507053428,5205
5205,PTK7,0.5489472,5206
5206,CD244,0.702304832,5207
5207,KDM1B,0.581706244,5208
5208,METTL20,0.827763817,5209
5209,MATR3,1.0,5210
5210,TRAF3,0.23369609,5211
5211,FUK,0.445984403,5212
5212,CNTN4,0.02184033,5213
5213,NEUROD6,0.21169124,5214
5214,TNNT3,0.015082503999999998,5215
5215,ADA,1.0,5216
5216,ANKRD33,0.19990970100000002,5217
5217,APOF,0.488525947,5218
5218,SPOCK3,0.05149777,5219
5219,PVRL4,0.124653269,5220
5220,OR51I2,0.853064334,5221
5221,KRTAP20-1,0.192227557,5222
5222,SPATA31D1,0.113209514,5223
5223,PTGFR,1.0,5224
5224,ALDH18A1,1.0,5225
5225,COPG1,0.0027696559999999997,5226
5226,NAPA,0.819771611,5227
5227,TMEM63C,0.054382334000000004,5228
5228,DNAJC15,0.438032372,5229
5229,TXLNG,0.243537907,5230
5230,NTN5,0.644302791,5231
5231,RAP1GDS1,0.306648386,5232
5232,RPL28,1.0,5233
5233,DLK1,0.365597503,5234
5234,ASB4,0.047563755,5235
5235,UBN1,0.894865008,5236
5236,HRH4,0.8172702190000001,5237
5237,LONRF1,0.18963239,5238
5238,ENTPD4,0.032005962,5239
5239,VPS18,0.733036921,5240
5240,KIF6,0.516184374,5241
5241,SLC22A2,0.41891782899999996,5242
5242,ENOX2,0.329534828,5243
5243,NSD1,1.0,5244
5244,CACNB4,0.796126055,5245
5245,IL12B,1.0,5246
5246,KPNA5,0.145527331,5247
5247,RSPH3,0.249171637,5248
5248,CAMK2D,0.771058977,5249
5249,KLHDC1,0.21352823699999998,5250
5250,RSC1A1,0.8699980429999999,5251
5251,DVL1,0.17162722600000002,5252
5252,ZNF835,0.24811069600000002,5253
5253,MS4A12,0.0514404,5254
5254,SLC25A32,0.45702383799999996,5255
5255,MOGAT1,0.25997998,5256
5256,LIPE,1.0,5257
5257,DCTN1,0.667710796,5258
5258,MAP6D1,0.118309081,5259
5259,IRF1,1.0,5260
5260,ASF1B,0.643574426,5261
5261,ZNF121,1.0,5262
5262,GADD45GIP1,1.0,5263
5263,STON1,0.017042708,5264
5264,RSPO2,0.8278201709999999,5265
5265,QRFPR,0.505758843,5266
5266,TECPR2,1.0,5267
5267,PAEP,1.0,5268
5268,SHH,0.757363729,5269
5269,PHYHIPL,0.22850394,5270
5270,RBP7,0.339790385,5271
5271,PPIL3,0.656880892,5272
5272,COA3,1.0,5273
5273,TMPRSS15,1.0,5274
5274,NUBP1,1.0,5275
5275,LIMD2,0.7077584929999999,5276
5276,CCL26,1.0,5277
5277,MRGPRF,1.0,5278
5278,NUSAP1,0.698067826,5279
5279,AHCYL1,1.0,5280
5280,UNC119,0.831100506,5281
5281,XG,0.762692574,5282
5282,ADCK5,0.65830627,5283
5283,TMED1,0.380939562,5284
5284,GNGT2,1.0,5285
5285,GABRE,0.22230925399999998,5286
5286,ABCC1,0.22969265,5287
5287,RAI1,0.663973611,5288
5288,SGCA,0.72238794,5289
5289,CDX4,0.768043105,5290
5290,SLIT2,0.08287245,5291
5291,RAVER2,1.0,5292
5292,LZTS1,0.8961805140000001,5293
5293,SYTL3,0.374700122,5294
5294,TMEM97,0.260189885,5295
5295,MYLK4,0.699915255,5296
5296,ZNF674,0.08593437300000001,5297
5297,DPT,1.0,5298
5298,SULT6B1,0.038676583,5299
5299,ZFP64,0.786654893,5300
5300,SPG11,0.145051649,5301
5301,CD83,0.819781095,5302
5302,ST20-MTHFS,0.756212275,5303
5303,MCCD1,0.43478377100000004,5304
5304,TBC1D10B,0.778837282,5305
5305,CHST12,1.0,5306
5306,MN1,0.791061641,5307
5307,INO80D,0.7143380890000001,5308
5308,ASB17,0.105575234,5309
5309,TCEAL6,0.143449144,5310
5310,PTH2,1.0,5311
5311,NLRP9,0.23466299300000001,5312
5312,ZNF260,0.15023224599999999,5313
5313,SGMS1,0.11426628400000001,5314
5314,TTC18,0.048061945,5315
5315,GLI3,0.44650260799999997,5316
5316,CLEC1B,1.0,5317
5317,URB1,0.7497755979999999,5318
5318,NIT2,0.8278201709999999,5319
5319,ZNF217,0.184626823,5320
5320,MATK,1.0,5321
5321,AVEN,0.756112692,5322
5322,KIAA1211L,0.08843584300000001,5323
5323,TMPO,0.797569115,5324
5324,POLL,0.7738498540000001,5325
5325,TRIM27,0.411482509,5326
5326,OR4X1,0.14348834,5327
5327,HSPA1L,0.508475881,5328
5328,ZNF625,0.26307020600000003,5329
5329,B3GALT1,0.752001435,5330
5330,KIF14,0.921773154,5331
5331,FGF21,0.170693095,5332
5332,KRTAP22-1,1.0,5333
5333,FLYWCH2,0.702390115,5334
5334,CCDC28A,1.0,5335
5335,VCPIP1,0.39486936200000006,5336
5336,UAP1L1,0.65389095,5337
5337,RSPH6A,0.160510446,5338
5338,ADAL,0.378669928,5339
5339,P2RY2,0.590988368,5340
5340,USP9X,0.607820126,5341
5341,SLC38A4,0.09057159199999999,5342
5342,HDAC7,0.24611147600000002,5343
5343,DDX24,0.030794238999999998,5344
5344,ZNF268,0.714898228,5345
5345,RPRD2,0.055815508,5346
5346,ACSM2A,0.094013011,5347
5347,CSPG5,0.29137604100000003,5348
5348,CYP4F12,0.145488064,5349
5349,MVP,0.898095854,5350
5350,PSTPIP2,0.762648804,5351
5351,CLEC3B,0.189839375,5352
5352,SSRP1,0.030526499999999998,5353
5353,SLC18A1,0.897446372,5354
5354,IREB2,0.248459029,5355
5355,KRT25,1.0,5356
5356,PMEPA1,0.599396454,5357
5357,CD302,0.5668893660000001,5358
5358,DNAJC7,0.641592182,5359
5359,CDC42EP4,0.048052186,5360
5360,ERCC8,0.858248648,5361
5361,DCHS2,0.727629273,5362
5362,SRGAP1,0.691833942,5363
5363,RAB22A,1.0,5364
5364,TRIM58,0.107746261,5365
5365,VAPB,0.8193276009999999,5366
5366,ETFA,0.212058319,5367
5367,SNED1,0.7146110859999999,5368
5368,PPFIBP2,0.122657739,5369
5369,UQCRC1,0.864742406,5370
5370,PPP1R14B,0.53298577,5371
5371,ETHE1,0.8122064729999999,5372
5372,ALKBH1,0.259691297,5373
5373,SH2D2A,0.334544361,5374
5374,AIFM2,0.7173611540000001,5375
5375,SFXN5,0.307648541,5376
5376,ZNF660,1.0,5377
5377,HIBCH,0.656967941,5378
5378,DEPDC7,0.701891459,5379
5379,ITGA5,0.614189247,5380
5380,HOXC10,0.352626854,5381
5381,HMGN5,0.7565520259999999,5382
5382,ITCH,0.841551011,5383
5383,FUBP3,0.6841885870000001,5384
5384,CR1L,1.0,5385
5385,KRT33A,0.8861791370000001,5386
5386,AMTN,0.7622384440000001,5387
5387,AGXT,0.7071679940000001,5388
5388,NPAS4,1.0,5389
5389,NFKBID,0.069178436,5390
5390,TRIM8,0.493155481,5391
5391,OR1L8,0.294027572,5392
5392,METTL7A,0.145225672,5393
5393,WISP2,1.0,5394
5394,MSH2,1.0,5395
5395,STATH,0.45392641100000003,5396
5396,FTMT,0.843179565,5397
5397,ARFGAP3,1.0,5398
5398,AKAP3,0.696136848,5399
5399,CCDC36,0.8360936259999999,5400
5400,EFCAB2,0.6987124690000001,5401
5401,ZNF614,0.472134449,5402
5402,RALGAPB,0.36188191,5403
5403,ASB5,0.311630226,5404
5404,GSX1,0.5136390479999999,5405
5405,ZG16B,0.824813695,5406
5406,CCDC66,0.308200594,5407
5407,KRTAP12-4,0.102889367,5408
5408,TSPAN16,0.654148421,5409
5409,ZFP2,0.692012011,5410
5410,TRAF1,0.131976004,5411
5411,PPAP2B,1.0,5412
5412,SLC2A11,0.5897197470000001,5413
5413,NDUFS2,0.437502729,5414
5414,GLI1,1.0,5415
5415,CYP4F2,0.664051229,5416
5416,SMIM15,1.0,5417
5417,RYR3,1.0,5418
5418,ANKRD34B,0.602906802,5419
5419,ATAD3A,0.782720373,5420
5420,MTMR7,0.210088387,5421
5421,HIST4H4,0.07233595400000001,5422
5422,SLC35G2,0.01165554,5423
5423,HTATSF1,0.373943191,5424
5424,SESN3,1.0,5425
5425,AKT2,1.0,5426
5426,NECAB3,0.8167031929999999,5427
5427,VAMP8,1.0,5428
5428,ARNT,0.100577439,5429
5429,GPR22,1.0,5430
5430,PASK,0.236014723,5431
5431,TNRC6C,0.694372533,5432
5432,PRKACB,0.571106065,5433
5433,E2F4,0.117742234,5434
5434,APOPT1,0.05065592,5435
5435,DSCR3,0.504682651,5436
5436,DIS3L,0.7034761409999999,5437
5437,UCN2,0.708399917,5438
5438,SMG7,0.24287271300000002,5439
5439,POLE2,0.5878001660000001,5440
5440,EXOSC9,0.486655396,5441
5441,CD2,0.701425072,5442
5442,ZC3H7B,0.10570527099999999,5443
5443,RUNDC3A,0.774315213,5444
5444,PCDHA8,0.161709778,5445
5445,TNK2,0.6144515389999999,5446
5446,HIST1H2AG,0.7622384440000001,5447
5447,PKMYT1,1.0,5448
5448,PPP2R5E,0.114008785,5449
5449,KNCN,1.0,5450
5450,PARD6A,0.11402197,5451
5451,NDC1,0.6539701379999999,5452
5452,RFX3,0.280980708,5453
5453,TMEM189,1.0,5454
5454,NIPAL2,0.5930394,5455
5455,MID1,0.45227225,5456
5456,DENND1B,1.0,5457
5457,SVOPL,0.400677484,5458
5458,RAB2A,0.06793315700000001,5459
5459,RBPMS2,0.333274195,5460
5460,PTPRD,0.205178673,5461
5461,NLRC5,0.554561304,5462
5462,ZNF354C,0.257357336,5463
5463,TLR4,0.456176075,5464
5464,SLURP1,0.255238613,5465
5465,HIST1H2BM,1.0,5466
5466,PI16,0.724743644,5467
5467,DPPA3,0.737264418,5468
5468,NTRK3,0.766104938,5469
5469,METAP2,0.64140985,5470
5470,UNC119B,0.49671040899999996,5471
5471,ABCA1,0.9232679709999999,5472
5472,CETN2,1.0,5473
5473,EIF1,0.31384042300000004,5474
5474,SCLY,0.122933906,5475
5475,CSMD1,0.598348565,5476
5476,DUSP27,0.528872169,5477
5477,DLG5,1.0,5478
5478,SEMA6A,0.24335787600000003,5479
5479,MZT2A,0.518010001,5480
5480,DAZAP1,1.0,5481
5481,MORF4L1,0.28306372399999996,5482
5482,OR56A4,1.0,5483
5483,DNAJB7,0.525719751,5484
5484,ERO1LB,0.482768204,5485
5485,TSHZ3,0.535749435,5486
5486,GDPD3,0.8270720109999999,5487
5487,TRIM44,0.323607624,5488
5488,LRRC37A,1.0,5489
5489,OCM,0.380588396,5490
5490,GPR78,0.32100375600000003,5491
5491,PLA2G10,0.5136390479999999,5492
5492,SMG9,0.108476351,5493
5493,MAOB,0.127030585,5494
5494,DLGAP3,1.0,5495
5495,ZNF682,0.43919369399999997,5496
5496,ZNF33A,0.885776505,5497
5497,CD47,0.232708248,5498
5498,CXXC5,0.390128948,5499
5499,MYH11,0.562002908,5500
5500,GJB7,0.08061956299999999,5501
5501,RAB15,0.222956707,5502
5502,KRTAP10-4,0.8012511809999999,5503
5503,MC5R,0.427824339,5504
5504,IVL,0.70314787,5505
5505,CSAD,0.12054105,5506
5506,SLC35D3,0.8102478320000001,5507
